"Microchip","dftd","Sex","age","Weight","Headwidth","year","TrapID"
"FNP000000000205",0,"Female",15,4.8,95.19,2000,"FNP196"
"FNP000000000206",0,"Male",15,5.9,100.5,2000,"FNP204"
"FNP000000000206",0,"Male",27,7.9,109.6,2001,"FNP190"
"FNP000000000206",0,"Male",39,9.69,115.5,2002,"FNP003"
"FNP000000000207",0,"Male",15,5.69,92.59,2000,"FNP197"
"FNP000000000208",0,"Male",51,8.19,118.5,2000,"FNP195"
"FNP000000000209",0,"Male",15,6.19,96.19,2000,"FNP108"
"FNP000000000216",0,"Female",24,6.9,105,2002,"FNP031"
"FNP000000000216",0,"Female",21,7.09,105,2002,"FNP116"
"FNP000000000216",0,"Female",14,5.8,99.2,2001,"FNP116"
"FNP000000000217",0,"Female",38,6.09,108.6,2003,"FNP164"
"FNP000000000218",0,"Male",14,5.8,96.9,2001,"FNP030"
"FNP000000000218",0,"Male",50,11.1,121.5,2004,"FNP149"
"FNP000000000218",0,"Male",38,7.9,118,2003,"FNP001"
"FNP000000000218",0,"Male",55,10.8,120,2004,"FNP150"
"FNP000000000219",0,"Female",21,7.59,108.5,2002,"FNP028"
"FNP000000000225",0,"Male",26,7.19,106,2002,"FNP193"
"FNP000000000225",0,"Male",15,5.65,95.4,2001,"FNP204"
"FNP000000000225",0,"Male",39,7.09,113.6,2003,"FNP198"
"FNP000000000228",0,"Female",24,6.9,106,2002,"FNP039"
"FNP000000000228",0,"Female",14,7,98.59,2001,"FNP039"
"FNP000000000237",0,"Female",17,6.4,101.6,2001,"FNP150"
"FNP000000000237",0,"Female",27,8.69,107.4,2002,"FNP017"
"FNP000000000237",0,"Female",24,6.8,106,2002,"FNP147"
"FNP000000000237",0,"Female",21,6.69,103.5,2002,"FNP020"
"FNP000000000243",0,"Male",21,10.1,118.5,2002,"FNP151"
"FNP000000000243",0,"Male",39,10.3,127,2003,"FNP034"
"FNP000000000243",0,"Male",27,11,124.1,2002,"FNP017"
"FNP000000000245",0,"Male",24,10.6,109.5,2002,"FNP151"
"FNP000000000245",0,"Male",14,8,100.3,2001,"FNP028"
"FNP000000000246",0,"Female",17,6.4,100.5,2001,"FNP024"
"FNP000000000247",0,"Female",24,6.8,102.6,2002,"FNP118"
"FNP000000000247",0,"Female",21,7.59,105.5,2002,"FNP119"
"FNP000000000248",0,"Male",24,9.94,118.5,2002,"FNP151"
"FNP000000000251",0,"Male",27,8.69,112.1,2002,"FNP037"
"FNP000000000251",0,"Male",14,6.69,102.6,2001,"FNP121"
"FNP000000000251",0,"Male",21,8.39,111,2002,"FNP034"
"FNP000000000251",0,"Male",14,6.69,102.6,2001,"FNP122"
"FNP000000000251",0,"Male",24,8.5,112,2002,"FNP040"
"FNP000000000252",0,"Male",24,8.5,112.3,2002,"FNP118"
"FNP000000000252",0,"Male",21,9.1,113,2002,"FNP116"
"FNP000000000256",0,"Female",14,6,95.3,2001,"FNP028"
"FNP000000000256",0,"Female",24,7.5,105.1,2002,"FNP161"
"FNP000000000256",0,"Female",21,7.5,105.3,2002,"FNP084"
"FNP000000000257",0,"Female",14,6.69,98.8,2001,"FNP006"
"FNP000000000257",0,"Female",21,7.8,103.3,2002,"FNP022"
"FNP000000000257",0,"Female",17,6.5,102.4,2001,"FNP026"
"FNP000000000258",0,"Female",14,5.3,94.9,2001,"FNP023"
"FNP000000000258",0,"Female",21,7.09,106.4,2002,"FNP039"
"FNP000000000258",0,"Female",24,7,105.1,2002,"FNP037"
"FNP000000000258",0,"Female",17,6.19,99.9,2001,"FNP011"
"FNP000000000259",0,"Female",38,7.19,110.5,2003,"FNP024"
"FNP000000000259",0,"Female",24,6.69,102.8,2002,"FNP157"
"FNP000000000259",0,"Female",21,5.19,98.69,2002,"FNP031"
"FNP000000000259",0,"Female",17,3.9,89.59,2001,"FNP026"
"FNP000000000259",0,"Female",27,7.59,106.5,2002,"FNP147"
"FNP000000000261",0,"Female",14,3.59,80.69,2001,"FNP115"
"FNP000000000262",0,"Male",26,8.5,107.8,2001,"FNP114"
"FNP000000000262",0,"Male",30,10,114.8,2001,"FNP101"
"FNP000000000263",0,"Female",14,6.8,99.8,2001,"FNP113"
"FNP000000000264",0,"Female",26,10,108.9,2002,"FNP142"
"FNP000000000264",0,"Female",18,7.59,104.6,2001,"FNP102"
"FNP000000000264",0,"Female",14,6.8,96.8,2001,"FNP112"
"FNP000000000265",0,"Female",14,6.19,97.59,2001,"FNP144"
"FNP000000000266",0,"Female",14,7.5,100.5,2001,"FNP101"
"FNP000000000267",0,"Female",14,5.8,100,2001,"FNP125"
"FNP000000000268",0,"Female",14,6.5,97.3,2001,"FNP100"
"FNP000000000269",0,"Female",14,8.1,101.5,2001,"FNP101"
"FNP000000000270",0,"Male",18,9.5,111.5,2001,"FNP102"
"FNP000000000270",0,"Male",14,9,108.5,2001,"FNP102"
"FNP000000000271",0,"Female",26,7.25,106.4,2001,"FNP103"
"FNP000000000272",0,"Female",14,5.9,99.3,2001,"FNP115"
"FNP000000000273",0,"Male",39,8.3,115,2003,"FNP160"
"FNP000000000273",0,"Male",14,8,100.9,2001,"FNP111"
"FNP000000000274",0,"Male",14,6.8,108.5,2001,"FNP091"
"FNP000000000275",0,"Female",21,8,104.9,2002,"FNP093"
"FNP000000000275",0,"Female",14,6.69,94.5,2001,"FNP093"
"FNP000000000276",0,"Male",17,8.39,106.8,2001,"FNP087"
"FNP000000000276",0,"Male",14,7.59,101.5,2001,"FNP111"
"FNP000000000276",0,"Male",21,10,111.4,2002,"FNP160"
"FNP000000000277",0,"Female",14,7.59,105.5,2001,"FNP107"
"FNP000000000278",0,"Female",26,7.94,105.3,2001,"FNP125"
"FNP000000000279",0,"Female",14,5.09,86.09,2001,"FNP097"
"FNP000000000280",0,"Male",26,11,118.9,2001,"FNP088"
"FNP000000000281",0,"Female",14,5.75,89.4,2001,"FNP091"
"FNP000000000282",0,"Male",14,8.69,107,2001,"FNP092"
"FNP000000000283",0,"Male",14,7,101.8,2001,"FNP093"
"FNP000000000284",0,"Female",14,6,96.5,2001,"FNP092"
"FNP000000000285",0,"Female",14,5.59,93.8,2001,"FNP093"
"FNP000000000286",0,"Female",14,6.69,98.19,2001,"FNP106"
"FNP000000000287",0,"Male",18,9.19,104.8,2001,"FNP103"
"FNP000000000287",0,"Male",14,8.75,105.8,2001,"FNP111"
"FNP000000000288",0,"Female",26,6.3,97.19,2001,"FNP091"
"FNP000000000288",0,"Female",30,9.19,104.4,2001,"FNP112"
"FNP000000000289",0,"Female",62,7.19,108.5,2001,"FNP093"
"FNP000000000290",0,"Male",14,7.84,102.8,2001,"FNP169"
"FNP000000000291",0,"Female",14,7.19,100.4,2001,"FNP088"
"FNP000000000292",0,"Female",14,5.5,90.5,2001,"FNP160"
"FNP000000000293",0,"Female",24,7.59,105.8,2002,"FNP161"
"FNP000000000293",0,"Female",21,8.1,102.3,2002,"FNP084"
"FNP000000000294",0,"Female",27,6.19,98.19,2002,"FNP026"
"FNP000000000294",0,"Female",14,4.5,90,2001,"FNP025"
"FNP000000000294",0,"Female",38,5.9,103.5,2003,"FNP150"
"FNP000000000294",0,"Female",21,5.69,96.3,2002,"FNP150"
"FNP000000000295",0,"Female",14,3.79,81.59,2001,"FNP009"
"FNP000000000295",0,"Female",17,4.69,91.4,2001,"FNP023"
"FNP000000000295",0,"Female",21,5.4,97.3,2002,"FNP147"
"FNP000000000295",0,"Female",26,7.09,101.1,2002,"FNP034"
"FNP000000000295",0,"Female",50,5.8,100.5,2004,"FNP196"
"FNP000000000295",0,"Female",24,5.9,99.3,2002,"FNP030"
"FNP000000000296",0,"Male",26,8.5,111.6,2002,"FNP201"
"FNP000000000296",0,"Male",14,7,99.19,2001,"FNP012"
"FNP000000000297",0,"Male",55,8.2,107.8,2004,"FNP013"
"FNP000000000297",0,"Male",21,8.6,108.3,2002,"FNP013"
"FNP000000000297",0,"Male",50,9.1,108.9,2004,"FNP022"
"FNP000000000297",0,"Male",17,6.8,103.6,2001,"FNP017"
"FNP000000000297",0,"Male",38,7.9,115.4,2003,"FNP023"
"FNP000000000297",0,"Male",24,9,109.9,2002,"FNP011"
"FNP000000000297",0,"Male",15,6.69,100,2001,"FNP201"
"FNP000000000299",0,"Male",38,9.3,120,2003,"FNP026"
"FNP000000000301",0,"Female",15,5.09,87.9,2001,"FNP199"
"FNP000000000301",0,"Female",50,5,113.8,2004,"FNP208"
"FNP000000000301",0,"Female",39,6.09,113.5,2003,"FNP206"
"FNP000000000301",0,"Female",26,6.4,100.6,2002,"FNP201"
"FNP000000000302",0,"Male",17,6.4,106,2001,"FNP010"
"FNP000000000302",0,"Male",15,6.8,97.5,2001,"FNP203"
"FNP000000000303",0,"Female",15,5.59,92.59,2001,"FNP206"
"FNP000000000303",0,"Female",39,4.69,101,2003,"FNP196"
"FNP000000000303",0,"Female",26,6,98.5,2002,"FNP199"
"FNP000000000304",0,"Female",50,8.8,97.19,2004,"FNP195"
"FNP000000000304",0,"Female",63,6.1,108.6,2005,"51"
"FNP000000000304",0,"Female",72,7.8,109.5,2006,"FNP026"
"FNP000000000304",0,"Female",68,7.5,107.5,2005,"FNP009"
"FNP000000000305",0,"Female",17,6.8,103.5,2001,"FNP021"
"FNP000000000306",0,"Male",69,9.8,110,2002,"FNP149"
"FNP000000000307",0,"Male",33,11.3,107.5,2002,"FNP160"
"FNP000000000307",0,"Male",29,9.19,111.5,2001,"FNP086"
"FNP000000000307",0,"Male",38,11.3,119.4,2002,"FNP105"
"FNP000000000307",0,"Male",38,11.3,119.4,2002,"FNP124"
"FNP000000000308",0,"Male",42,10.8,118.8,2001,"FNP103"
"FNP000000000308",0,"Male",48,10.3,120.4,2002,"FNP086"
"FNP000000000308",1,"Male",50,8.39,120.1,2002,"FNP096"
"FNP000000000310",0,"Male",15,6.8,100,2002,"FNP006"
"FNP000000000311",0,"Female",15,6.09,95.9,2002,"FNP013"
"FNP000000000312",0,"Female",15,6.69,96.59,2002,"FNP025"
"FNP000000000315",0,"Male",15,8.1,110.8,2002,"FNP121"
"FNP000000000315",0,"Male",27,8.89,123.1,2003,"FNP088"
"FNP000000000315",0,"Male",15,8.1,110.8,2002,"FNP122"
"FNP000000000321",0,"Male",26,9.19,117,2003,"FNP028"
"FNP000000000321",0,"Male",15,7,100.5,2002,"FNP026"
"FNP000000000322",0,"Female",15,5.19,95.69,2002,"FNP144"
"FNP000000000322",0,"Female",26,5.69,108.3,2003,"FNP021"
"FNP000000000325",0,"Male",26,8.89,115.6,2003,"FNP010"
"FNP000000000325",0,"Male",15,7.8,104,2002,"FNP009"
"FNP000000000326",0,"Female",15,5.59,93.3,2002,"FNP084"
"FNP000000000326",0,"Female",26,6.9,107.6,2003,"FNP164"
"FNP000000000327",0,"Female",27,7.9,108,2003,"FNP033"
"FNP000000000328",0,"Male",15,8.1,100.4,2002,"FNP031"
"FNP000000000329",0,"Male",15,6.59,100.3,2002,"FNP014"
"FNP000000000330",0,"Female",15,5.3,91,2002,"FNP150"
"FNP000000000331",0,"Male",15,6.19,98.9,2002,"FNP007"
"FNP000000000333",0,"Female",15,6.69,102,2002,"FNP121"
"FNP000000000335",0,"Female",15,5.69,95.09,2002,"FNP120"
"FNP000000000337",0,"Female",15,5.8,96.4,2002,"FNP152"
"FNP000000000339",0,"Female",45,9,110,2002,"FNP091"
"FNP000000000341",0,"Female",27,8.19,102.9,2003,"FNP119"
"FNP000000000342",0,"Male",14,7,101.4,2002,"FNP122"
"FNP000000000342",0,"Male",14,7,101.4,2002,"FNP121"
"FNP000000000343",0,"Female",27,5.5,101,2003,"FNP120"
"FNP000000000345",0,"Male",14,8.3,108,2002,"FNP122"
"FNP000000000345",0,"Male",14,8.3,108,2002,"FNP121"
"FNP000000000349",0,"Male",24,9.8,117.6,2002,"FNP119"
"FNP000000000350",0,"Male",15,7.3,97.5,2002,"FNP096"
"FNP000000000351",0,"Female",26,6.4,98.3,2003,"FNP026"
"FNP000000000351",0,"Female",43,6.5,94.9,2004,"FNP001"
"FNP000000000351",0,"Female",56,5.69,107.5,2005,"FNP009"
"FNP000000000351",0,"Female",15,5.69,96.19,2002,"FNP006"
"FNP000000000352",0,"Female",15,5.9,94.69,2002,"FNP009"
"FNP000000000352",0,"Female",43,7.6,101,2004,"FNP008"
"FNP000000000352",0,"Female",26,7.19,95.69,2003,"FNP012"
"FNP000000000352",0,"Female",39,9.1,96.5,2004,"FNP025"
"FNP000000000353",0,"Male",15,6.69,98.4,2002,"FNP084"
"FNP000000000355",0,"Female",14,5.9,95.09,2002,"FNP096"
"FNP000000000356",0,"Male",14,8,106.1,2002,"FNP112"
"FNP000000000357",0,"Female",14,6.19,100,2002,"FNP092"
"FNP000000000358",0,"Male",14,7.19,100,2002,"FNP101"
"FNP000000000359",0,"Male",14,10.1,110.5,2002,"FNP102"
"FNP000000000360",0,"Female",14,4.9,90,2002,"FNP112"
"FNP000000000360",0,"Female",27,9.5,104,2003,"FNP117"
"FNP000000000361",0,"Female",14,5.69,97.09,2002,"FNP088"
"FNP000000000361",0,"Female",38,7.5,101.9,2004,"FNP002"
"FNP000000000362",0,"Male",14,7.4,103.4,2002,"FNP100"
"FNP000000000363",0,"Male",14,5.09,93.8,2002,"FNP196"
"FNP000000000363",0,"Male",27,6.19,117.1,2003,"FNP196"
"FNP000000000363",0,"Male",38,8.1,107.8,2004,"FNP196"
"FNP000000000364",0,"Male",27,8.69,121.1,2003,"FNP208"
"FNP000000000364",0,"Male",38,10,123.8,2004,"FNP197"
"FNP000000000364",0,"Male",14,8.39,110.3,2002,"FNP190"
"FNP000000000365",0,"Male",14,5.3,97.3,2002,"FNP201"
"FNP000000000365",0,"Male",27,6.09,108.4,2003,"FNP195"
"FNP000000000365",0,"Male",38,7.09,104.5,2004,"FNP196"
"FNP000000000365",0,"Male",56,8.69,119.8,2005,"FNP030"
"FNP000000000366",0,"Female",14,6.59,97,2002,"FNP087"
"FNP000000000367",0,"Female",14,5.9,95.4,2002,"FNP040"
"FNP000000000368",0,"Male",27,12,120.8,2002,"FNP093"
"FNP000000000369",0,"Female",15,6.59,98.19,2002,"FNP116"
"FNP000000000370",0,"Male",15,5.4,92.19,2002,"FNP001"
"FNP000000000371",0,"Female",15,5.3,95.19,2002,"FNP005"
"FNP000000000372",0,"Female",43,7.3,103.9,2004,"FNP009"
"FNP000000000372",0,"Female",15,6,96.4,2002,"FNP030"
"FNP000000000373",0,"Male",15,6.8,100,2002,"FNP149"
"FNP000000000374",0,"Female",15,6.09,96,2002,"FNP030"
"FNP000000000378",0,"Male",14,7.5,104.8,2003,"FNP092"
"FNP000000000379",0,"Male",26,10.1,121,2004,"FNP164"
"FNP000000000379",0,"Male",14,7.09,98.3,2003,"FNP113"
"FNP000000000381",0,"Male",14,6.3,108.1,2003,"FNP092"
"FNP000000000382",0,"Male",14,4.9,94.09,2003,"FNP091"
"FNP000000000383",0,"Male",14,8.19,105.8,2003,"FNP092"
"FNP000000000384",0,"Male",14,6.4,103,2003,"FNP112"
"FNP000000000385",0,"Male",14,5,94.8,2003,"FNP093"
"FNP000000000386",0,"Male",14,7.4,110.5,2003,"FNP106"
"FNP000000000387",0,"Male",27,11.1,120.5,2004,"FNP108"
"FNP000000000387",0,"Male",14,7.9,109,2003,"FNP124"
"FNP000000000387",0,"Male",14,7.9,109,2003,"FNP105"
"FNP000000000388",0,"Male",14,4.9,96.5,2003,"FNP103"
"FNP000000000388",0,"Male",27,9.19,120.5,2004,"FNP103"
"FNP000000000389",0,"Female",14,5.19,96.69,2003,"FNP101"
"FNP000000000390",0,"Female",14,5.69,100.6,2003,"FNP009"
"FNP000000000391",0,"Female",26,4.5,98.59,2004,"FNP008"
"FNP000000000391",0,"Female",14,3.59,92.59,2003,"FNP014"
"FNP000000000392",0,"Female",14,6.3,90.9,2003,"FNP006"
"FNP000000000394",0,"Male",14,3.59,95.4,2003,"FNP150"
"FNP000000000395",0,"Female",26,7.6,101.1,2004,"FNP005"
"FNP000000000396",0,"Male",14,7.09,110,2003,"FNP144"
"FNP000000000397",0,"Male",14,3.7,92,2003,"FNP001"
"FNP000000000398",0,"Female",26,7.9,96.69,2004,"FNP025"
"FNP000000000398",0,"Female",14,5.9,101.6,2003,"FNP028"
"FNP000000000399",1,"Female",31,5.3,104.6,2004,"FNP220"
"FNP000000000399",0,"Female",15,4.59,101.1,2003,"FNP122"
"FNP000000000399",0,"Female",15,4.59,101.1,2003,"FNP121"
"FNP000000000400",0,"Male",15,6.3,110.4,2003,"FNP158"
"FNP000000000400",0,"Male",27,10.1,119.5,2004,"FNP120"
"FNP000000000401",0,"Male",27,8.89,120.4,2003,"FNP034"
"FNP000000000402",0,"Female",15,5.3,103,2003,"FNP031"
"FNP000000000402",0,"Female",27,8.1,102.5,2004,"FNP151"
"FNP000000000403",0,"Male",15,6.3,107.4,2003,"FNP084"
"FNP000000000404",0,"Male",27,10.8,120.3,2004,"FNP120"
"FNP000000000404",0,"Male",15,7.09,112.4,2003,"FNP120"
"FNP000000000405",0,"Female",15,5.59,103,2003,"FNP160"
"FNP000000000406",0,"Male",15,6.19,105.5,2003,"FNP033"
"FNP000000000406",0,"Male",27,9.1,122,2004,"FNP034"
"FNP000000000407",0,"Female",44,6.4,113,2005,"FNP121"
"FNP000000000407",0,"Female",31,7.3,110.5,2004,"FNP121"
"FNP000000000407",0,"Female",15,4.9,103.4,2003,"FNP122"
"FNP000000000407",0,"Female",15,4.9,103.4,2003,"FNP121"
"FNP000000000407",0,"Female",27,7.5,96.3,2004,"FNP117"
"FNP000000000407",0,"Female",31,7.3,110.5,2004,"FNP122"
"FNP000000000408",0,"Female",15,5.4,103.4,2003,"FNP034"
"FNP000000000409",0,"Female",27,7.59,103.3,2004,"FNP086"
"FNP000000000409",0,"Female",15,5.5,99.3,2003,"FNP040"
"FNP000000000410",0,"Female",15,5.09,100.4,2003,"FNP087"
"FNP000000000410",0,"Female",27,8,104.6,2004,"FNP086"
"FNP000000000411",0,"Female",15,5.09,101,2003,"FNP152"
"FNP000000000411",0,"Female",31,7.4,106,2004,"FNP031"
"FNP000000000412",0,"Male",15,7.09,103.9,2003,"FNP121"
"FNP000000000413",0,"Female",15,4.09,101.5,2003,"FNP196"
"FNP000000000415",0,"Female",52,5.3,103.9,2006,"FNP203"
"FNP000000000415",0,"Female",15,4.09,96.3,2003,"FNP201"
"FNP000000000415",0,"Female",26,4.9,93.5,2004,"FNP201"
"FNP000000000451",0,"Male",27,10,118.8,2004,"FNP102"
